Día,Mes,Año,Hora,Clasificacion PM10,Clasificacion PM2.5,Clasificacion NO2
Thu,Dec,2018,9:00 - 10:00,PM10_MALA,PM2.5_REGULAR,NO2_BUENA
Thu,Dec,2018,10:00 - 11:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Thu,Dec,2018,11:00 - 12:00,PM10_BUENA,PM2.5_REGULAR,NO2_BUENA
Thu,Dec,2018,12:00 - 13:00,PM10_BUENA,PM2.5_REGULAR,NO2_BUENA
Thu,Dec,2018,15:00 - 16:00,PM10_BUENA,PM2.5_BUENA,NO2_BUENA
Thu,Dec,2018,17:00 - 18:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Thu,Dec,2018,18:00 - 19:00,PM10_BUENA,PM2.5_BUENA,NO2_BUENA
Thu,Dec,2018,19:00 - 20:00,PM10_BUENA,PM2.5_BUENA,NO2_BUENA
Thu,Dec,2018,20:00 - 21:00,PM10_BUENA,PM2.5_BUENA,NO2_BUENA
Thu,Dec,2018,21:00 - 22:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Thu,Dec,2018,22:00 - 23:00,PM10_BUENA,PM2.5_BUENA,NO2_BUENA
Fri,Dec,2018,23:00 - 0:00,PM10_BUENA,PM2.5_BUENA,NO2_BUENA
Fri,Dec,2018,0:00 - 1:00,PM10_BUENA,PM2.5_BUENA,NO2_BUENA
Fri,Dec,2018,1:00 - 2:00,PM10_BUENA,PM2.5_BUENA,NO2_BUENA
Fri,Dec,2018,2:00 - 3:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Fri,Dec,2018,3:00 - 4:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Fri,Dec,2018,4:00 - 5:00,PM10_BUENA,PM2.5_REGULAR,NO2_BUENA
Fri,Dec,2018,5:00 - 6:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Fri,Dec,2018,6:00 - 7:00,PM10_MALA,PM2.5_REGULAR,NO2_BUENA
Fri,Dec,2018,7:00 - 8:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Fri,Dec,2018,8:00 - 9:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Fri,Dec,2018,9:00 - 10:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Fri,Dec,2018,10:00 - 11:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Fri,Dec,2018,11:00 - 12:00,PM10_MALA,PM2.5_REGULAR,NO2_BUENA
Fri,Dec,2018,12:00 - 13:00,PM10_MALA,PM2.5_MALA,NO2_BUENA
Fri,Dec,2018,13:00 - 14:00,PM10_MALA,PM2.5_MALA,NO2_BUENA
Fri,Dec,2018,16:00 - 17:00,PM10_BUENA,PM2.5_REGULAR,NO2_BUENA
Fri,Dec,2018,17:00 - 18:00,PM10_BUENA,PM2.5_BUENA,NO2_BUENA
Fri,Dec,2018,18:00 - 19:00,PM10_BUENA,PM2.5_REGULAR,NO2_BUENA
Fri,Dec,2018,19:00 - 20:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Fri,Dec,2018,20:00 - 21:00,PM10_MALA,PM2.5_REGULAR,NO2_BUENA
Fri,Dec,2018,21:00 - 22:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Fri,Dec,2018,22:00 - 23:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sat,Dec,2018,23:00 - 0:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sat,Dec,2018,0:00 - 1:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sat,Dec,2018,1:00 - 2:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sat,Dec,2018,2:00 - 3:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sat,Dec,2018,3:00 - 4:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sat,Dec,2018,4:00 - 5:00,PM10_BUENA,PM2.5_REGULAR,NO2_BUENA
Sat,Dec,2018,5:00 - 6:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sat,Dec,2018,6:00 - 7:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sat,Dec,2018,7:00 - 8:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sat,Dec,2018,8:00 - 9:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sat,Dec,2018,9:00 - 10:00,PM10_MALA,PM2.5_MALA,NO2_BUENA
Sat,Dec,2018,10:00 - 11:00,PM10_MALA,PM2.5_MALA,NO2_BUENA
Sat,Dec,2018,11:00 - 12:00,PM10_MALA,PM2.5_MALA,NO2_BUENA
Sat,Dec,2018,12:00 - 13:00,PM10_MALA,PM2.5_MALA,NO2_BUENA
Sat,Dec,2018,13:00 - 14:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sat,Dec,2018,15:00 - 16:00,PM10_BUENA,PM2.5_REGULAR,NO2_BUENA
Sat,Dec,2018,17:00 - 18:00,PM10_BUENA,PM2.5_REGULAR,NO2_BUENA
Sat,Dec,2018,18:00 - 19:00,PM10_BUENA,PM2.5_BUENA,NO2_BUENA
Sat,Dec,2018,19:00 - 20:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sat,Dec,2018,20:00 - 21:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sat,Dec,2018,21:00 - 22:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sat,Dec,2018,22:00 - 23:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sun,Dec,2018,23:00 - 0:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sun,Dec,2018,0:00 - 1:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sun,Dec,2018,1:00 - 2:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sun,Dec,2018,2:00 - 3:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sun,Dec,2018,3:00 - 4:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sun,Dec,2018,4:00 - 5:00,PM10_BUENA,PM2.5_REGULAR,NO2_BUENA
Sun,Dec,2018,5:00 - 6:00,PM10_BUENA,PM2.5_REGULAR,NO2_BUENA
Sun,Dec,2018,6:00 - 7:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sun,Dec,2018,7:00 - 8:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sun,Dec,2018,8:00 - 9:00,PM10_MALA,PM2.5_MALA,NO2_BUENA
Sun,Dec,2018,9:00 - 10:00,PM10_MALA,PM2.5_MALA,NO2_BUENA
Sun,Dec,2018,10:00 - 11:00,PM10_MALA,PM2.5_MALA,NO2_BUENA
Sun,Dec,2018,11:00 - 12:00,PM10_MALA,PM2.5_MALA,NO2_BUENA
Sun,Dec,2018,12:00 - 13:00,PM10_REGULAR,PM2.5_MALA,NO2_BUENA
Sun,Dec,2018,13:00 - 14:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sun,Dec,2018,15:00 - 16:00,PM10_REGULAR,PM2.5_BUENA,NO2_BUENA
Sun,Dec,2018,18:00 - 19:00,PM10_BUENA,PM2.5_BUENA,NO2_BUENA
Sun,Dec,2018,19:00 - 20:00,PM10_BUENA,PM2.5_REGULAR,NO2_BUENA
Sun,Dec,2018,20:00 - 21:00,PM10_BUENA,PM2.5_BUENA,NO2_BUENA
Sun,Dec,2018,21:00 - 22:00,PM10_BUENA,PM2.5_REGULAR,NO2_BUENA
Sun,Dec,2018,22:00 - 23:00,PM10_BUENA,PM2.5_BUENA,NO2_BUENA
Mon,Dec,2018,23:00 - 0:00,PM10_BUENA,PM2.5_REGULAR,NO2_BUENA
Mon,Dec,2018,0:00 - 1:00,PM10_BUENA,PM2.5_REGULAR,NO2_BUENA
Mon,Dec,2018,1:00 - 2:00,PM10_BUENA,PM2.5_REGULAR,NO2_BUENA
Mon,Dec,2018,2:00 - 3:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Mon,Dec,2018,3:00 - 4:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Mon,Dec,2018,4:00 - 5:00,PM10_BUENA,PM2.5_REGULAR,NO2_BUENA
Mon,Dec,2018,5:00 - 6:00,PM10_BUENA,PM2.5_REGULAR,NO2_BUENA
Mon,Dec,2018,6:00 - 7:00,PM10_BUENA,PM2.5_REGULAR,NO2_BUENA
Mon,Dec,2018,7:00 - 8:00,PM10_BUENA,PM2.5_REGULAR,NO2_BUENA
Mon,Dec,2018,8:00 - 9:00,PM10_BUENA,PM2.5_REGULAR,NO2_BUENA
Mon,Dec,2018,9:00 - 10:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Mon,Dec,2018,10:00 - 11:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Mon,Dec,2018,11:00 - 12:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Mon,Dec,2018,12:00 - 13:00,PM10_BUENA,PM2.5_BUENA,NO2_BUENA
Mon,Dec,2018,15:00 - 16:00,PM10_BUENA,PM2.5_REGULAR,NO2_BUENA
Mon,Dec,2018,16:00 - 17:00,PM10_BUENA,PM2.5_REGULAR,NO2_BUENA
Mon,Dec,2018,17:00 - 18:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Mon,Dec,2018,18:00 - 19:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Mon,Dec,2018,19:00 - 20:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Mon,Dec,2018,20:00 - 21:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Mon,Dec,2018,21:00 - 22:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Mon,Dec,2018,22:00 - 23:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Tue,Jan,2019,3:00 - 4:00,PM10_MALA,PM2.5_MUY_MALA,NO2_BUENA
Tue,Jan,2019,4:00 - 5:00,PM10_MALA,PM2.5_EXTR._MALA,NO2_BUENA
Tue,Jan,2019,5:00 - 6:00,PM10_MALA,PM2.5_MUY_MALA,NO2_BUENA
Tue,Jan,2019,6:00 - 7:00,PM10_MALA,PM2.5_MUY_MALA,NO2_BUENA
Tue,Jan,2019,7:00 - 8:00,PM10_MALA,PM2.5_MUY_MALA,NO2_BUENA
Tue,Jan,2019,8:00 - 9:00,PM10_MALA,PM2.5_MALA,NO2_BUENA
Tue,Jan,2019,9:00 - 10:00,PM10_REGULAR,PM2.5_MALA,NO2_BUENA
Tue,Jan,2019,10:00 - 11:00,PM10_MALA,PM2.5_MALA,NO2_BUENA
Tue,Jan,2019,11:00 - 12:00,PM10_MALA,PM2.5_MALA,NO2_BUENA
Tue,Jan,2019,12:00 - 13:00,PM10_MALA,PM2.5_MALA,NO2_BUENA
Tue,Jan,2019,13:00 - 14:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Tue,Jan,2019,15:00 - 16:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Tue,Jan,2019,16:00 - 17:00,PM10_REGULAR,PM2.5_MALA,NO2_BUENA
Tue,Jan,2019,17:00 - 18:00,PM10_REGULAR,PM2.5_MALA,NO2_BUENA
Tue,Jan,2019,18:00 - 19:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Tue,Jan,2019,19:00 - 20:00,PM10_BUENA,PM2.5_REGULAR,NO2_BUENA
Tue,Jan,2019,20:00 - 21:00,PM10_BUENA,PM2.5_REGULAR,NO2_BUENA
Tue,Jan,2019,21:00 - 22:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Tue,Jan,2019,22:00 - 23:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Wed,Jan,2019,23:00 - 0:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Wed,Jan,2019,0:00 - 1:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Wed,Jan,2019,1:00 - 2:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Wed,Jan,2019,2:00 - 3:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Wed,Jan,2019,3:00 - 4:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Wed,Jan,2019,4:00 - 5:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Wed,Jan,2019,5:00 - 6:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Wed,Jan,2019,6:00 - 7:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Wed,Jan,2019,7:00 - 8:00,PM10_MALA,PM2.5_MALA,NO2_BUENA
Wed,Jan,2019,8:00 - 9:00,PM10_MALA,PM2.5_MALA,NO2_BUENA
Wed,Jan,2019,9:00 - 10:00,PM10_MALA,PM2.5_MALA,NO2_BUENA
Wed,Jan,2019,10:00 - 11:00,PM10_MALA,PM2.5_MALA,NO2_BUENA
Wed,Jan,2019,11:00 - 12:00,PM10_MALA,PM2.5_MUY_MALA,NO2_BUENA
Wed,Jan,2019,12:00 - 13:00,PM10_MALA,PM2.5_MALA,NO2_BUENA
Wed,Jan,2019,13:00 - 14:00,PM10_MALA,PM2.5_MUY_MALA,NO2_BUENA
Wed,Jan,2019,14:00 - 15:00,PM10_MALA,PM2.5_MALA,NO2_BUENA
Wed,Jan,2019,15:00 - 16:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Wed,Jan,2019,16:00 - 17:00,PM10_MALA,PM2.5_MALA,NO2_BUENA
Wed,Jan,2019,17:00 - 18:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Wed,Jan,2019,18:00 - 19:00,PM10_BUENA,PM2.5_BUENA,NO2_BUENA
Wed,Jan,2019,19:00 - 20:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Wed,Jan,2019,20:00 - 21:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Wed,Jan,2019,21:00 - 22:00,PM10_MALA,PM2.5_REGULAR,NO2_BUENA
Wed,Jan,2019,22:00 - 23:00,PM10_MALA,PM2.5_REGULAR,NO2_BUENA
Thu,Jan,2019,23:00 - 0:00,PM10_MALA,PM2.5_REGULAR,NO2_BUENA
Thu,Jan,2019,0:00 - 1:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Thu,Jan,2019,1:00 - 2:00,PM10_BUENA,PM2.5_REGULAR,NO2_BUENA
Thu,Jan,2019,2:00 - 3:00,PM10_BUENA,PM2.5_REGULAR,NO2_BUENA
Thu,Jan,2019,3:00 - 4:00,PM10_BUENA,PM2.5_BUENA,NO2_BUENA
Thu,Jan,2019,4:00 - 5:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Thu,Jan,2019,5:00 - 6:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Thu,Jan,2019,6:00 - 7:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Thu,Jan,2019,7:00 - 8:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Thu,Jan,2019,8:00 - 9:00,PM10_MALA,PM2.5_MALA,NO2_BUENA
Thu,Jan,2019,9:00 - 10:00,PM10_MALA,PM2.5_MALA,NO2_BUENA
Thu,Jan,2019,10:00 - 11:00,PM10_MALA,PM2.5_MALA,NO2_BUENA
Thu,Jan,2019,11:00 - 12:00,PM10_MALA,PM2.5_MALA,NO2_BUENA
Thu,Jan,2019,12:00 - 13:00,PM10_MALA,PM2.5_MALA,NO2_BUENA
Thu,Jan,2019,13:00 - 14:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Thu,Jan,2019,14:00 - 15:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Thu,Jan,2019,15:00 - 16:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Thu,Jan,2019,16:00 - 17:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Thu,Jan,2019,18:00 - 19:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Thu,Jan,2019,19:00 - 20:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Thu,Jan,2019,20:00 - 21:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Thu,Jan,2019,21:00 - 22:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Thu,Jan,2019,22:00 - 23:00,PM10_MALA,PM2.5_REGULAR,NO2_BUENA
Fri,Jan,2019,23:00 - 0:00,PM10_MALA,PM2.5_MALA,NO2_BUENA
Fri,Jan,2019,0:00 - 1:00,PM10_MALA,PM2.5_MALA,NO2_BUENA
Fri,Jan,2019,1:00 - 2:00,PM10_MALA,PM2.5_MALA,NO2_BUENA
Fri,Jan,2019,2:00 - 3:00,PM10_MALA,PM2.5_REGULAR,NO2_BUENA
Fri,Jan,2019,3:00 - 4:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Fri,Jan,2019,4:00 - 5:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Fri,Jan,2019,5:00 - 6:00,PM10_MALA,PM2.5_MALA,NO2_BUENA
Fri,Jan,2019,6:00 - 7:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Fri,Jan,2019,7:00 - 8:00,PM10_MALA,PM2.5_REGULAR,NO2_BUENA
Fri,Jan,2019,8:00 - 9:00,PM10_MALA,PM2.5_MALA,NO2_BUENA
Fri,Jan,2019,15:00 - 16:00,PM10_MALA,PM2.5_MALA,NO2_BUENA
Fri,Jan,2019,16:00 - 17:00,PM10_MALA,PM2.5_MALA,NO2_BUENA
Fri,Jan,2019,17:00 - 18:00,PM10_MALA,PM2.5_MALA,NO2_BUENA
Fri,Jan,2019,18:00 - 19:00,PM10_MALA,PM2.5_MALA,NO2_BUENA
Fri,Jan,2019,19:00 - 20:00,PM10_MALA,PM2.5_REGULAR,NO2_BUENA
Fri,Jan,2019,20:00 - 21:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Fri,Jan,2019,21:00 - 22:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Fri,Jan,2019,22:00 - 23:00,PM10_MALA,PM2.5_REGULAR,NO2_BUENA
Sat,Jan,2019,23:00 - 0:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sat,Jan,2019,0:00 - 1:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sat,Jan,2019,1:00 - 2:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sat,Jan,2019,2:00 - 3:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sat,Jan,2019,3:00 - 4:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sat,Jan,2019,4:00 - 5:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sat,Jan,2019,5:00 - 6:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sat,Jan,2019,6:00 - 7:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sat,Jan,2019,7:00 - 8:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sat,Jan,2019,8:00 - 9:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sat,Jan,2019,9:00 - 10:00,PM10_MALA,PM2.5_MALA,NO2_BUENA
Sat,Jan,2019,10:00 - 11:00,PM10_MALA,PM2.5_MALA,NO2_BUENA
Sat,Jan,2019,11:00 - 12:00,PM10_MALA,PM2.5_MALA,NO2_BUENA
Sat,Jan,2019,12:00 - 13:00,PM10_MALA,PM2.5_MALA,NO2_BUENA
Sat,Jan,2019,13:00 - 14:00,PM10_MALA,PM2.5_MALA,NO2_BUENA
Sat,Jan,2019,15:00 - 16:00,PM10_MALA,PM2.5_MALA,NO2_BUENA
Sat,Jan,2019,16:00 - 17:00,PM10_MALA,PM2.5_MALA,NO2_BUENA
Sat,Jan,2019,17:00 - 18:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sat,Jan,2019,18:00 - 19:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sat,Jan,2019,19:00 - 20:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sat,Jan,2019,20:00 - 21:00,PM10_MALA,PM2.5_REGULAR,NO2_BUENA
Sat,Jan,2019,21:00 - 22:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sat,Jan,2019,22:00 - 23:00,PM10_REGULAR,PM2.5_BUENA,NO2_BUENA
Sun,Jan,2019,23:00 - 0:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sun,Jan,2019,0:00 - 1:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sun,Jan,2019,1:00 - 2:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sun,Jan,2019,2:00 - 3:00,PM10_BUENA,PM2.5_REGULAR,NO2_BUENA
Sun,Jan,2019,3:00 - 4:00,PM10_BUENA,PM2.5_REGULAR,NO2_BUENA
Sun,Jan,2019,4:00 - 5:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sun,Jan,2019,5:00 - 6:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sun,Jan,2019,6:00 - 7:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sun,Jan,2019,7:00 - 8:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sun,Jan,2019,8:00 - 9:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sun,Jan,2019,9:00 - 10:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sun,Jan,2019,10:00 - 11:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sun,Jan,2019,11:00 - 12:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sun,Jan,2019,12:00 - 13:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sun,Jan,2019,13:00 - 14:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sun,Jan,2019,14:00 - 15:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sun,Jan,2019,15:00 - 16:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sun,Jan,2019,16:00 - 17:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sun,Jan,2019,17:00 - 18:00,PM10_BUENA,PM2.5_REGULAR,NO2_BUENA
Sun,Jan,2019,18:00 - 19:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sun,Jan,2019,19:00 - 20:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sun,Jan,2019,20:00 - 21:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sun,Jan,2019,21:00 - 22:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Sun,Jan,2019,22:00 - 23:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Mon,Jan,2019,23:00 - 0:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Mon,Jan,2019,3:00 - 4:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Mon,Jan,2019,4:00 - 5:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Mon,Jan,2019,5:00 - 6:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Mon,Jan,2019,6:00 - 7:00,PM10_BUENA,PM2.5_REGULAR,NO2_BUENA
Mon,Jan,2019,7:00 - 8:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Mon,Jan,2019,8:00 - 9:00,PM10_MALA,PM2.5_REGULAR,NO2_BUENA
Mon,Jan,2019,9:00 - 10:00,PM10_MALA,PM2.5_REGULAR,NO2_BUENA
Mon,Jan,2019,10:00 - 11:00,PM10_MALA,PM2.5_MALA,NO2_REGULAR
Mon,Jan,2019,11:00 - 12:00,PM10_MALA,PM2.5_MALA,NO2_BUENA
Mon,Jan,2019,12:00 - 13:00,PM10_MALA,PM2.5_MALA,NO2_BUENA
Mon,Jan,2019,13:00 - 14:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Mon,Jan,2019,14:00 - 15:00,PM10_MALA,PM2.5_MALA,NO2_BUENA
Mon,Jan,2019,15:00 - 16:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Mon,Jan,2019,16:00 - 17:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Mon,Jan,2019,17:00 - 18:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Mon,Jan,2019,18:00 - 19:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Mon,Jan,2019,19:00 - 20:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Mon,Jan,2019,20:00 - 21:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Mon,Jan,2019,21:00 - 22:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Mon,Jan,2019,22:00 - 23:00,PM10_BUENA,PM2.5_REGULAR,NO2_BUENA
Tue,Jan,2019,23:00 - 0:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Tue,Jan,2019,0:00 - 1:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Tue,Jan,2019,1:00 - 2:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Tue,Jan,2019,2:00 - 3:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Tue,Jan,2019,3:00 - 4:00,PM10_BUENA,PM2.5_BUENA,NO2_BUENA
Tue,Jan,2019,4:00 - 5:00,PM10_BUENA,PM2.5_BUENA,NO2_BUENA
Tue,Jan,2019,5:00 - 6:00,PM10_BUENA,PM2.5_REGULAR,NO2_BUENA
Tue,Jan,2019,6:00 - 7:00,PM10_BUENA,PM2.5_REGULAR,NO2_BUENA
Tue,Jan,2019,7:00 - 8:00,PM10_BUENA,PM2.5_REGULAR,NO2_BUENA
Tue,Jan,2019,8:00 - 9:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Tue,Jan,2019,9:00 - 10:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Tue,Jan,2019,10:00 - 11:00,PM10_MALA,PM2.5_REGULAR,NO2_BUENA
Tue,Jan,2019,11:00 - 12:00,PM10_MALA,PM2.5_MALA,NO2_BUENA
Tue,Jan,2019,12:00 - 13:00,PM10_MALA,PM2.5_REGULAR,NO2_BUENA
Tue,Jan,2019,13:00 - 14:00,PM10_MALA,PM2.5_MALA,NO2_BUENA
Tue,Jan,2019,14:00 - 15:00,PM10_MALA,PM2.5_MALA,NO2_BUENA
Tue,Jan,2019,15:00 - 16:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Tue,Jan,2019,16:00 - 17:00,PM10_BUENA,PM2.5_BUENA,NO2_BUENA
Tue,Jan,2019,17:00 - 18:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Tue,Jan,2019,18:00 - 19:00,PM10_MALA,PM2.5_REGULAR,NO2_BUENA
Tue,Jan,2019,19:00 - 20:00,PM10_REGULAR,PM2.5_BUENA,NO2_BUENA
Tue,Jan,2019,20:00 - 21:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Tue,Jan,2019,21:00 - 22:00,PM10_REGULAR,PM2.5_REGULAR,NO2_BUENA
Tue,Jan,2019,22:00 - 23:00,PM10_REGULAR,PM2.5_BUENA,NO2_BUENA
